PO Date,Brand Name,Material Family,Bill Qty
11/22/2024,CONDOR,Chemical and Particulate Protective Clothing,30
11/25/2024,SENSORWORX,Sourcing or SSI,1
11/25/2024,WIREMOLD,Sourcing or SSI,3
11/25/2024,AVEN,Inspection and Retrieving Tools,3
11/25/2024,MILWAUKEE,Drilling Accessories,1
11/25/2024,MOLDEX,Respiratory,2
11/25/2024,ADVANCE,Ballasts and Drivers,-1
11/25/2024,GRAINGER,Paper Products and Dispensers,21
11/25/2024,AMERICAN STANDARD,"Toilets, Urinals and Repair Parts",35
11/25/2024,RITE IN THE RAIN,Office Paper and Notebooks,2
11/25/2024,PERMA-PATCH,"Concrete, Asphalt and Masonry",30
11/25/2024,HUBBELL WIRING DEVICE-KELLEMS,Strain Relief,1
11/25/2024,SDC,Electromagnetic Locking Systems,20
11/25/2024,RACO,Conduit Fittings,100
11/25/2024,DEWALT,Fastening Tools and Accessories,1
11/25/2024,HUBBELL,Plugs and Receptacles,1
11/25/2024,APPROVED VENDOR,Wire Connectors,20
11/25/2024,EKLIND,Screwdrivers and Nut Drivers,1
11/25/2024,GRAINGER,Air Filters,30
11/25/2024,JOHN STERLING,Braces and Brackets,1
11/25/2024,APPROVED VENDOR,Tube Fittings,2
11/26/2024,GRAINGER,Trash Bags,-2
11/26/2024,APPROVED VENDOR,Extension Cords and Outlet Strips,4
11/26/2024,MOBIL,Greases,26
11/26/2024,PIP GLOBAL SAFETY,Face Protection,5
11/27/2024,SQUARE D,Distribution,1
11/27/2024,KLEIN TOOLS,Screwdrivers and Nut Drivers,0
11/27/2024,HALLOWELL,Lockers,1
11/27/2024,APPROVED VENDOR,Anchors,1
11/27/2024,RACO,Electrical Boxes,16
11/29/2024,CONDOR,Rainwear,3
11/29/2024,HEATHROW SCIENTIFIC,Scales and Scale Accessories,1
11/29/2024,HUBBELL,Plugs and Receptacles,1
11/29/2024,GRAINGER,Trash Bags,11
11/29/2024,MEGAMOVER,EMT and Rescue Supplies,4
11/29/2024,CONDOR,Gloves and Hand Protection,12
11/29/2024,DAYTON,Power Transmission Belts,8
11/29/2024,B-LINE BY EATON,Conduit Mounting,30
11/29/2024,NIBCO,Tube Fittings,20
11/29/2024,APPROVED VENDOR,Door Hardware,4
11/29/2024,TINGLEY,Footwear,4
11/29/2024,GRAINGER,Air Filters,152
11/29/2024,SP SCIENCEWARE,Trash Bags,3
11/29/2024,ADVANTECH,Particle Sizing,1
12/2/2024,ELKAY,Filtration,1
12/2/2024,3M,Respiratory,3
12/2/2024,BUSSMANN,Fuses,12
12/2/2024,RUBBERMAID COMMERCIAL PRODUCTS,Receptacles and Containers,37
12/2/2024,HUBBELL,Plugs and Receptacles,2
12/2/2024,GRAINGER,Trash Bags,6
12/2/2024,WESTWARD,Cutting and Pruning Tools,2
12/2/2024,JED POOL TOOLS,Pool and Spa Equipment,1
12/2/2024,VIEGA PROPRESS,Tube Fittings,30
12/2/2024,MILWAUKEE,Fastening Tools and Accessories,5
12/2/2024,HUSKY RACK & WIRE,Shelving and Storage Racks,15
12/2/2024,MILWAUKEE,Finishing Tools,2
12/3/2024,APPROVED VENDOR,Casters and Wheels,5
12/3/2024,APPROVED VENDOR,Anchors,2
12/3/2024,STREAMLIGHT,Flashlights,1
12/3/2024,IRWIN,Threading,1
12/3/2024,AMERICAN BEAUTY,Soldering,1
12/3/2024,NVENT ERICO,Voltage Regulation,1
12/4/2024,DIVERSITECH,A/C Refrigeration and Accessories,2
12/4/2024,APPROVED VENDOR,Pipe Fittings and Couplings,24
12/4/2024,KNIPEX,Pliers,1
12/4/2024,YELLOW JACKET,Flashlights,3
12/5/2024,WESTWARD,Screwdrivers and Nut Drivers,2
12/5/2024,GRAINGER,Trash Bags,10
12/5/2024,PHILIPS,Lamps,10
12/5/2024,SLOAN,"Toilets, Urinals and Repair Parts",9
12/5/2024,HUBBELL,Plugs and Receptacles,25
12/5/2024,GRAINGER,Air Filters,118
12/6/2024,GRAINGER,Receptacles and Containers,0
12/6/2024,PIP,Gloves and Hand Protection,4
12/6/2024,VETO PRO PAC,Tool Storage,2
12/9/2024,GRAINGER,Receptacles and Containers,10
12/9/2024,VIEGA PROPRESS,Tube Fittings,15
12/9/2024,APPROVED VENDOR,Dollies and Movers,4
12/9/2024,APPROVED VENDOR,Pipe Fittings and Couplings,28
12/9/2024,DEWALT,Measuring and Layout Tools,1
12/9/2024,GRAINGER,Trash Bags,-2
12/9/2024,HYDE,Dispensing Guns,5
12/9/2024,BALDOR,General Purpose AC Motors,1
12/9/2024,KLEIN TOOLS,Pliers,1
12/9/2024,THE BETTER BUNGEE,Cargo Control,4
12/9/2024,ANSELL,Gloves and Hand Protection,1
12/9/2024,RACO,Conduit Fittings,50
12/9/2024,SLOAN,"Toilets, Urinals and Repair Parts",0
12/9/2024,B-LINE BY EATON,Electrical Boxes,2
12/9/2024,EKLIND,Screwdrivers and Nut Drivers,2
12/9/2024,IDEAL,Data and Communication,1
12/9/2024,GRAINGER,Air Filters,56
12/9/2024,NTN,Bearings,8
12/9/2024,PREMIER,"Brushes, Rollers, and Trays",4
12/10/2024,DAYTON,Platform Trucks and Accessories,4
12/10/2024,GOODWRAPPERS,Stretch Wrap and Stretch Wrap Equipment,2
12/10/2024,DEWALT,Finishing Tools,4
12/10/2024,DEWALT,Tool Storage,5
12/11/2024,FEIT ELECTRIC,Lamps,20
12/11/2024,GRAINGER,Air Filters,180
12/12/2024,ELKAY,Filtration,0
12/12/2024,GRAINGER,Air Filters,36
12/12/2024,GRAINGER,Trash Bags,11
12/12/2024,MARS,Ventilation Equipment and Supplies,1
12/12/2024,DEWALT,Cleaning Equipment and Vacuum Cleaners,1
12/12/2024,GRAINGER,Air Filters,56
12/12/2024,GRAINGER,Air Filters,118
12/13/2024,DAYTON,General Purpose AC Motors,1
12/13/2024,SPECTRACIDE,Insect and Pest Control,12
12/16/2024,INTERMATIC,Timers,2
12/16/2024,SLOAN,"Toilets, Urinals and Repair Parts",39
12/16/2024,SOUTHWIRE,Wire and Cable,3
12/16/2024,DEWALT,Cleaning Equipment and Vacuum Cleaners,1
12/16/2024,STREAMLIGHT,Flashlights,2
12/16/2024,TOMCAT,Insect and Pest Control,18
12/16/2024,EXCEL DRYER,Restroom Equipment,20
12/16/2024,COMPASS,Emergency Lighting and Exit Signs,32
12/16/2024,B-LINE BY EATON,Electrical Boxes,2
12/16/2024,BRECO,Pneumatic Tools,2
12/16/2024,GRAINGER,Air Filters,56
12/16/2024,MONOPRICE,Computer Supplies and Media,1
12/16/2024,CLC,Tool Storage,3
12/17/2024,CHICAGO FAUCETS,"Faucets, Hose Bibs and Hydrants",5
12/17/2024,AMERICAN STANDARD,"Toilets, Urinals and Repair Parts",5
12/17/2024,NIBCO,Tube Fittings,5
12/18/2024,MUSTEE,Sourcing or SSI,2
12/18/2024,APPROVED VENDOR,Extension Cords and Outlet Strips,2
12/18/2024,KLEENGUARD,Eye Protection and Accessories,12
12/19/2024,APPROVED VENDOR,Extension Cords and Outlet Strips,1
12/20/2024,GRAINGER,Trash Bags,-2
12/23/2024,VIEGA PROPRESS,Tube Fittings,12
12/23/2024,APPROVED VENDOR,Pipe Fittings and Couplings,16
12/23/2024,APPROVED VENDOR,Nuts,1
12/23/2024,GRAINGER,Wire Management,2
12/23/2024,MILWAUKEE,Tool Storage,3
12/23/2024,MILWAUKEE,Drilling Accessories,2
12/23/2024,ARMSTRONG,Ceiling Tiles and Accessories,1
12/23/2024,MILWAUKEE,Finishing Tools,1
12/24/2024,ELKAY,Filtration,0
12/24/2024,VIEGA PROPRESS,Tube Fittings,3
12/24/2024,NIBCO,Tube Fittings,6
12/24/2024,HUBBELL,Plugs and Receptacles,6
12/24/2024,KLEIN TOOLS,Pliers,1
12/24/2024,APPROVED VENDOR,Extension Cords and Outlet Strips,4
12/24/2024,ARMSTRONG,Ceiling Tiles and Accessories,7
12/26/2024,SQUARE D,Distribution,1
12/26/2024,BEMIS,"Toilets, Urinals and Repair Parts",10
12/26/2024,RED HEAD,Anchors,2
12/26/2024,DAYTON,Power Transmission Belts,0
12/26/2024,ULTRAPLAY,Outdoor Furniture,20
12/27/2024,APOLLO,Pressure and Temperature Control Valves,0
12/27/2024,SKF,Bearings,2
12/27/2024,KLEENGUARD,Eye Protection and Accessories,12
12/27/2024,SQUARE D,Distribution,2
12/30/2024,BUCHANAN,Wire Connectors,1
12/30/2024,DAYTON,Power Transmission Belts,1
12/30/2024,DAYTON,Power Transmission Belts,5
12/30/2024,APPROVED VENDOR,Pipe Fittings and Couplings,13
12/30/2024,MILWAUKEE,Power Drills,1
12/30/2024,DEWALT,"Combination Kits, Batteries and Chargers",1
12/30/2024,DAYTON,Power Transmission Belts,5
12/30/2024,ECHO,"Power Brushes, Yard Vacuums and Leaf Blowers",5
12/30/2024,APPROVED VENDOR,Anchors,8
12/30/2024,CENTURY,HVAC Motors,1
12/30/2024,HUBBELL,Plugs and Receptacles,5
12/30/2024,DAYTON,Power Transmission Belts,4
12/30/2024,PIP,Gloves and Hand Protection,14
12/30/2024,DEWALT,Cleaning Equipment and Vacuum Cleaners,1
12/31/2024,SENSORWORX,Sourcing or SSI,1
12/31/2024,RIDGID,Drain Cleaning Equipment,3
12/31/2024,RACO,Electrical Boxes,20
1/2/2025,DAYTON,Power Transmission Belts,16
1/2/2025,DAYTON,Cleaning Equipment and Vacuum Cleaners,1
1/2/2025,GRAINGER,"Brooms, Brushes and Dust Pans",2
1/2/2025,GRAINGER,Trash Bags,-2
1/2/2025,MILWAUKEE,"Combination Kits, Batteries and Chargers",1
1/2/2025,WESTWARD,"Shovels, Tampers, and Digging Tools",2
1/2/2025,WHIRLPOOL,Appliances,3
1/2/2025,DAYTON,Power Transmission Belts,10
1/2/2025,POWER SENTRY,Emergency Lighting and Exit Signs,-1
1/3/2025,LOCHINVAR,HVAC Controls and Thermostats,4
1/3/2025,APPROVED VENDOR,Bolts,1
1/3/2025,DEWALT,"Combination Kits, Batteries and Chargers",2
1/3/2025,DAYTON,Power Transmission Belts,2
1/6/2025,ELKAY,Filtration,1
1/6/2025,3M,Respiratory,3
1/6/2025,3M,Fire Protection,6
1/6/2025,APPROVED VENDOR,Lab Instruments,4
1/6/2025,APPROVED VENDOR,Pipe Fittings and Couplings,5
1/6/2025,GRAINGER,Air Filters,48
1/6/2025,APPROVED VENDOR,Anchors,6
1/6/2025,HOBO,Data Recording,9
1/6/2025,SLOAN,"Faucets, Hose Bibs and Hydrants",3
1/6/2025,EMERSON,HVAC Controls and Thermostats,8
1/6/2025,DEWALT,Tool Storage,1
1/6/2025,CONDOR,Signs,3
1/6/2025,APPROVED VENDOR,Labware,1
1/6/2025,GE LAMPS,Lamps,2
1/6/2025,SHARKBITE MAX,Tube Fittings,12
1/7/2025,HUBBELL WIRING DEVICE-KELLEMS,Strain Relief,1
1/7/2025,GATORADE,Portable Coolers and Beverages,20
1/9/2025,WESTWARD,Wrenches,1
1/9/2025,MEAD,Office Paper and Notebooks,1
1/9/2025,APPROVED VENDOR,Garden Hoses and Sprinkler Systems,3
1/10/2025,HARMSCO,Sourcing or SSI,5
1/13/2025,DREMEL,Finishing Tools,1
1/13/2025,ANVIL,Pipe Fittings and Couplings,4
1/13/2025,MILWAUKEE,Power Saws and Accessories,6
1/13/2025,BEMIS,"Toilets, Urinals and Repair Parts",10
1/13/2025,SCOTT,Rags and Wipes,7
1/13/2025,SPEAKMAN,"Faucets, Hose Bibs and Hydrants",1
1/13/2025,APPROVED VENDOR,Conduit Fittings,20
1/13/2025,DAYTON,Power Transmission Belts,6
1/13/2025,APPROVED VENDOR,Binders and Clipboards,2
1/13/2025,APPROVED VENDOR,Pressure and Vacuum Measuring,1
1/13/2025,TORK,Switches,11
1/13/2025,APPROVED VENDOR,Extension Cords and Outlet Strips,4
1/13/2025,APPROVED VENDOR,Labware,1
1/13/2025,DEWALT,Fastening Tools and Accessories,1
1/14/2025,ZEBRA PEN,Writing and Correction,12
1/14/2025,SKF,Bearings,0
1/14/2025,LEATHERMAN,Pliers,1
1/14/2025,DURACELL PROCELL,Batteries,0
1/15/2025,APPROVED VENDOR,"Brushes, Rollers, and Trays",1
1/15/2025,APPROVED VENDOR,Pipe Fittings and Couplings,30
1/15/2025,WESTWARD,Rakes and Cultivating Tools,6
1/15/2025,MOLDEX,Respiratory,1
1/15/2025,DAYTON,Roof Ventilators,1
1/16/2025,B-LINE BY EATON,Electrical Boxes,2
1/16/2025,APPROVED VENDOR,Drilling and Holemaking,10
1/16/2025,GRAINGER,Air Filters,40
1/16/2025,GRAINGER,Air Filters,12
1/16/2025,APPROVED VENDOR,Sheaves and Pulleys,2
1/16/2025,DEWALT,Air Compressors and Vacuum Pumps,1
1/17/2025,3M,Tapes,23
1/17/2025,DAYTON,Power Transmission Belts,0
1/17/2025,GRAINGER,Receptacles and Containers,0
1/21/2025,KELE,Sourcing or SSI,3
1/21/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
1/21/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,0
1/21/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,0
1/21/2025,ANSELL,Gloves and Hand Protection,3
1/21/2025,HYDE,Dispensing Guns,5
1/21/2025,DAYTON,Power Transmission Belts,8
1/21/2025,APPROVED VENDOR,Casters and Wheels,2
1/21/2025,MORSE,Power Saws and Accessories,2
1/21/2025,GRAINGER,Trash Bags,2
1/21/2025,CONDOR,Workwear,5
1/21/2025,BDG,Gloves and Hand Protection,1
1/21/2025,HUBBELL WIRING DEVICE-KELLEMS,Conduit,1
1/21/2025,DAYTON,Roof Ventilators,1
1/21/2025,IDEAL,Wire Connectors,1
1/22/2025,APPROVED VENDOR,Pipe Fittings and Couplings,15
1/22/2025,SUPERIOR SMOKE,Central Equipment,1
1/22/2025,DAYTON,Power Transmission Belts,4
1/22/2025,GE LAMPS,Lamps,5
1/22/2025,NEOPERL,"Faucets, Hose Bibs and Hydrants",40
1/23/2025,SQUARE D,Distribution,1
1/23/2025,FLEXKRETE,"Concrete, Asphalt and Masonry",1
1/23/2025,FERNCO,Pipe Fittings and Couplings,4
1/23/2025,MAKITA,Power Shears,1
1/23/2025,BRYANT,Plugs and Receptacles,14
1/23/2025,CONDOR,Workwear,10
1/23/2025,SOUTHWIRE,Extension Cords and Outlet Strips,3
1/23/2025,CONDOR,Rainwear,5
1/23/2025,KLEIN TOOLS,Electrical Tools,2
1/23/2025,DAYTON,Power Transmission Belts,8
1/23/2025,DAYTON,Power Transmission Belts,4
1/24/2025,THOMAS & BETTS,Strain Relief,6
1/24/2025,APPROVED VENDOR,Batteries,2
1/24/2025,KLEIN TOOLS,Pliers,1
1/24/2025,FLUKE,Electrical Power Testing,1
1/24/2025,STANLEY,Hammers and Striking Tools,2
1/24/2025,IDEAL,Wire Connectors,2
1/27/2025,RUBBERMAID COMMERCIAL PRODUCTS,Receptacles and Containers,37
1/27/2025,APPROVED VENDOR,Rivets,1
1/27/2025,CONDOR,Gloves and Hand Protection,24
1/27/2025,GE LAMPS,Lamps,48
1/27/2025,WESTWARD,Garden Hose Fittings and Couplings,5
1/27/2025,BRYANT,Plugs and Receptacles,15
1/27/2025,NITE IZE,Communications,2
1/27/2025,DAYTON,Cleaning Equipment and Vacuum Cleaners,4
1/27/2025,FEIT ELECTRIC,Lamps,10
1/27/2025,WESTWARD,"Shovels, Tampers, and Digging Tools",6
1/27/2025,APPROVED VENDOR,Labware,1
1/28/2025,TINGLEY,Footwear,5
1/28/2025,DAYTON,Power Transmission Belts,1
1/29/2025,SIEMENS,Distribution,2
1/29/2025,RIB,Relays,-3
1/30/2025,WERNER,"Ladders, Platforms and Scaffolding",2
1/30/2025,WHIRLPOOL,Appliances,3
1/30/2025,ADVANCE,Ballasts and Drivers,5
1/31/2025,GRAINGER,Air Filters,36
1/31/2025,SQWINCHER,Portable Coolers and Beverages,2
1/31/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,0
1/31/2025,DAYTON,Roof Ventilators,1
1/31/2025,DURACELL PROCELL,Batteries,3
2/3/2025,BIGASSFANS,Sourcing or SSI,1
2/3/2025,MANITOWOC,Filtration,1
2/3/2025,CONDOR,Eye Protection and Accessories,0
2/3/2025,APPROVED VENDOR,"Brushes, Rollers, and Trays",2
2/3/2025,SLOAN,"Toilets, Urinals and Repair Parts",21
2/3/2025,STONER,Lubricants and Penetrants,1
2/3/2025,DEWALT,Fastening Tools and Accessories,2
2/3/2025,DURACELL PROCELL,Batteries,3
2/3/2025,DURACELL PROCELL,Batteries,8
2/3/2025,IDEAL,Crimping Tools,1
2/3/2025,ARMSTRONG,Ceiling Tiles and Accessories,0
2/3/2025,NORTON,Cut-Off and Grinding Wheels,1
2/3/2025,BLACK & DECKER,Appliances,1
2/3/2025,ADVANTECH,Particle Sizing,1
2/3/2025,APPROVED VENDOR,Footwear,4
2/4/2025,KLEVER,"Knives, Hand Saws and Cutting Tools",1
2/4/2025,GREAT STUFF,"Caulks, Sealants, and Fillers",12
2/5/2025,TRITAN,Bearings,2
2/5/2025,INGERSOLL RAND,Pneumatic Tools,0
2/6/2025,GLOBE SCIENTIFIC,Labware,1
2/7/2025,KRYLON,Spray Paints and Primers,5
2/7/2025,POWER SENTRY,Emergency Lighting and Exit Signs,-1
2/10/2025,GLOBAL INDUSTRIAL,Sourcing or SSI,2
2/10/2025,3M,Respiratory,3
2/10/2025,GRAINGER,Trash Bags,11
2/10/2025,SQWINCHER,Portable Coolers and Beverages,2
2/10/2025,NIBCO,Tube Fittings,2
2/10/2025,APPROVED VENDOR,Pipe Fittings and Couplings,10
2/10/2025,THOMAS & BETTS,Strain Relief,4
2/10/2025,GE LAMPS,Lamps,12
2/10/2025,BELL,Electrical Boxes,0
2/10/2025,CONDOR,Rainwear,10
2/10/2025,SANI-LAV,Pressure and Temperature Control Valves,3
2/10/2025,NORTON,Sanding Belts and Kits,8
2/10/2025,APPROVED VENDOR,Anchors,2
2/10/2025,BRYANT,Plugs and Receptacles,10
2/10/2025,APPROVED VENDOR,Casters and Wheels,2
2/10/2025,BUSSMANN,Fuses,7
2/10/2025,DOWSIL,"Caulks, Sealants, and Fillers",1
2/10/2025,YORK,HVAC Controls and Thermostats,3
2/10/2025,TINGLEY,Footwear,10
2/10/2025,WHITE-RODGERS,Transformers,4
2/11/2025,3M,Fire Protection,6
2/11/2025,CONDOR,Gloves and Hand Protection,12
2/12/2025,WESTWARD,Grease Guns,1
2/12/2025,HOUSE OF DOOLITTLE,Calendars and Planners,1
2/12/2025,EKLIND,Screwdrivers and Nut Drivers,2
2/12/2025,WESTWARD,Temperature and Humidity Measuring,2
2/13/2025,DEWALT,Cut-Off and Grinding Wheels,6
2/14/2025,APPROVED VENDOR,Door Hardware,10
2/14/2025,SCHNEIDER,Switches,1
2/18/2025,GOODWRAPPERS,Stretch Wrap and Stretch Wrap Equipment,12
2/18/2025,TAPECASE,Tapes,36
2/18/2025,SIMPLE GREEN,Cleaning Chemicals,4
2/18/2025,ANNIN FLAGMAKERS,"Flags, Flag Poles, and Accessories",3
2/18/2025,GRAINGER,Trash Bags,-2
2/18/2025,PYRAMEX,Eye Protection and Accessories,24
2/18/2025,GRAINGER,Wire Management,10
2/18/2025,MILWAUKEE,"Combination Kits, Batteries and Chargers",1
2/18/2025,DAYTON,Power Transmission Belts,15
2/18/2025,CANTEX,Conduit,6
2/18/2025,WESTWARD,Hand Tool Kits,1
2/18/2025,DIABLO,Power Saws and Accessories,2
2/18/2025,GRAINGER,Air Filters,30
2/18/2025,APPROVED VENDOR,Extension Cords and Outlet Strips,1
2/18/2025,MILWAUKEE,Eye Protection and Accessories,24
2/18/2025,KLEIN TOOLS,Data and Communication,5
2/18/2025,MOLDEX,Respiratory,1
2/18/2025,APPROVED VENDOR,Appliances,1
2/19/2025,MONOPRICE,Data and Communication,50
2/19/2025,MILLER ELECTRIC,TIG Welding And Accessories,1
2/20/2025,GE LAMPS,Lamps,0
2/20/2025,AMS,"Liquid, Soil and Solid Samplers",5
2/20/2025,U.S. MOTORS,HVAC Motors,2
2/21/2025,RACO,Electrical Boxes,6
2/21/2025,LEONARD VALVE,Pressure and Temperature Control Valves,2
2/21/2025,ADVANCE,Ballasts and Drivers,46
2/24/2025,ELKAY,Filtration,1
2/24/2025,TAPECASE,Tapes,37
2/24/2025,ANNIN FLAGMAKERS,"Flags, Flag Poles, and Accessories",2
2/24/2025,CONDOR,Chemical and Particulate Protective Clothing,30
2/24/2025,DEWALT,"Combination Kits, Batteries and Chargers",1
2/24/2025,GUARDIAN EQUIPMENT,Emergency Eye Wash and Shower Equipment,20
2/24/2025,APPROVED VENDOR,Hoses,1
2/24/2025,BELL,Electrical Boxes,10
2/24/2025,APPROVED VENDOR,Extension Cords and Outlet Strips,1
2/24/2025,WELD-ON,Threadlockers and Gasket Sealants,9
2/25/2025,DAYTON,Power Transmission Belts,8
2/26/2025,3M,Tapes,1
2/26/2025,IVES,Door Hardware,4
2/26/2025,METACAULK,Fire Protection,3
2/26/2025,INTERMATIC,Switches,15
2/27/2025,CONDOR,Eye Protection and Accessories,0
2/27/2025,RIDGID,Drain Cleaning Equipment,2
2/27/2025,MAKITA,Power Shears,2
2/27/2025,DAP,"Concrete, Asphalt and Masonry",12
2/28/2025,APPROVED VENDOR,Drains,6
2/28/2025,DAYTON,Power Transmission Belts,6
2/28/2025,STONCO,Outdoor Area Fixtures,10
3/3/2025,HUSKY RACK & WIRE,Shelving and Storage Racks,9
3/3/2025,MILWAUKEE,Screwdrivers and Nut Drivers,1
3/3/2025,KLEIN TOOLS,Pliers,2
3/3/2025,APPROVED VENDOR,Screwdrivers and Nut Drivers,3
3/3/2025,DAYTON,Power Transmission Belts,5
3/3/2025,APPROVED VENDOR,Office Furniture,0
3/3/2025,RACO,Electrical Boxes,10
3/3/2025,DAYTON,HVAC Controls and Thermostats,1
3/3/2025,GRAINGER,Trash Bags,2
3/3/2025,RACO,Electrical Boxes,25
3/3/2025,DURACELL PROCELL,Batteries,2
3/3/2025,PREMIER,"Brushes, Rollers, and Trays",5
3/4/2025,3M,Tapes,4
3/4/2025,HARVEY,"Toilets, Urinals and Repair Parts",13
3/4/2025,GRAINGER,Air Filters,118
3/5/2025,GE LAMPS,Lamps,0
3/5/2025,TRITAN,Bearings,0
3/5/2025,BUSSMANN,Fuses,10
3/5/2025,LENOX,Power Saws and Accessories,-1
3/5/2025,DAYTON,Power Transmission Belts,8
3/6/2025,APPROVED VENDOR,"Staplers, Tape Dispensers, and Hole Punches",1
3/6/2025,KISSLER,"Toilets, Urinals and Repair Parts",2
3/6/2025,GRAINGER,Air Filters,3
3/6/2025,DAYTON,Power Transmission Belts,12
3/6/2025,INTERMATIC,Switches,15
3/7/2025,DIXIE,Food Service Disposables and Dispensers,1
3/7/2025,KIMTECH,Rags and Wipes,1
3/7/2025,PYRAMEX,Eye Protection and Accessories,24
3/7/2025,SQUARE D,Voltage Regulation,1
3/7/2025,RACO,Conduit Fittings,10
3/7/2025,GE LAMPS,Lamps,0
3/10/2025,WESTWARD,Drywall and Plastering Tools,8
3/10/2025,3M WATER FILTRATION PRODUCTS,Filtration,2
3/10/2025,SWINGLINE,"Staplers, Tape Dispensers, and Hole Punches",1
3/10/2025,TOUGH GUY,Signs,8
3/10/2025,LA-CO,Soldering,6
3/10/2025,APPROVED VENDOR,Labware,2
3/10/2025,TRIMACO,Surface Protection and Dust Barriers,2
3/11/2025,APPROVED VENDOR,Pipe Fittings and Couplings,26
3/11/2025,KABA ILCO,Door Hardware,15
3/11/2025,INTERMATIC,Electrical Boxes,10
3/12/2025,APPROVED VENDOR,Pipe Fittings and Couplings,50
3/12/2025,NORTON,Sanding Hand Pads and Sponges,2
3/12/2025,ADVANCE,Ballasts and Drivers,11
3/12/2025,RUST-OLEUM,"Specialty Paints, Coatings, and Additives",2
3/13/2025,GE LAMPS,Lamps,70
3/13/2025,DAYTON,Power Transmission Belts,20
3/13/2025,GRAINGER,Air Filters,89
3/14/2025,WD-40,Lubricants and Penetrants,0
3/14/2025,APPROVED VENDOR,Hose Clamps,2
3/14/2025,LEDVANCE/ SYLVANIA,Lamps,50
3/17/2025,HAMMERMILL,Office Paper and Notebooks,1
3/17/2025,APPROVED VENDOR,Pipe Fittings and Couplings,10
3/17/2025,APPROVED VENDOR,HVAC Controls and Thermostats,7
3/17/2025,PREMIER,"Brushes, Rollers, and Trays",19
3/17/2025,LOUISVILLE LADDER,"Ladders, Platforms and Scaffolding",2
3/17/2025,LITHONIA LIGHTING,Emergency Lighting and Exit Signs,15
3/17/2025,CONDOR,Gloves and Hand Protection,36
3/17/2025,MILWAUKEE,Finishing Tools,1
3/18/2025,APPROVED VENDOR,Pipe Fittings and Couplings,16
3/18/2025,APPROVED VENDOR,Garden Hoses and Sprinkler Systems,1
3/18/2025,CHICAGO FAUCETS,"Faucets, Hose Bibs and Hydrants",8
3/19/2025,FLUIDMASTER,"Toilets, Urinals and Repair Parts",14
3/19/2025,SLOAN,"Toilets, Urinals and Repair Parts",13
3/19/2025,LEONARD VALVE,"Valve Actuators, Enclosures, and Accessories",10
3/20/2025,BELL,Electrical Boxes,7
3/21/2025,DURACELL PROCELL,Batteries,1
3/24/2025,APPROVED VENDOR,Drains,5
3/24/2025,SLOAN,"Toilets, Urinals and Repair Parts",20
3/24/2025,APPROVED VENDOR,Casters and Wheels,2
3/24/2025,BELL & GOSSETT,Circulating Pumps,1
3/24/2025,DAYTON,Power Transmission Belts,16
3/24/2025,SAWSTOP,Power Saws and Accessories,1
3/24/2025,SOUTHWIRE,Wire and Cable,2
3/24/2025,DEWALT,"Combination Kits, Batteries and Chargers",2
3/24/2025,FEIT ELECTRIC,Lamps,32
3/24/2025,HYDRION,Lab Consumables,1
3/25/2025,APPROVED VENDOR,Pipe and Tubing,3
3/25/2025,NVENT CADDY,Electrical Boxes,175
3/25/2025,OREGON,Replacement Parts,15
3/26/2025,TRITAN,Bearings,11
3/26/2025,MILWAUKEE,Pliers,2
3/26/2025,MAXLITE,Lamps,31
3/27/2025,WESTWARD,Hand Punches and Chisels,2
3/27/2025,CONTINENTAL,Pneumatic Hoses,1
3/27/2025,GRAINGER,Air Filters,180
3/28/2025,VIEGA PROPRESS,Tube Fittings,8
3/28/2025,DEWALT,Power Drills,1
3/28/2025,GRAINGER,Air Filters,19
3/28/2025,HUSKY RACK & WIRE,Shelving and Storage Racks,6
3/28/2025,APC,Electrical - Unclassified,1
3/31/2025,DAYTON,Power Transmission Belts,4
3/31/2025,TITAN PRO,Motor Supplies,6
3/31/2025,RACO,Conduit Fittings,2
3/31/2025,APPROVED VENDOR,Hose Fittings and Couplings,1
3/31/2025,DAYTON,Power Transmission Belts,8
3/31/2025,WESTWARD,Wrenches,1
3/31/2025,RACO,Conduit Fittings,10
3/31/2025,SPECTRACIDE,Insect and Pest Control,12
3/31/2025,ABILITY ONE,Padlocks,8
4/1/2025,DEWALT,Fastening Tools and Accessories,2
4/2/2025,MILWAUKEE,Power Saws and Accessories,3
4/2/2025,NGK SPARK PLUGS,Replacement Parts,15
4/2/2025,DEWALT,"Combination Kits, Batteries and Chargers",1
4/2/2025,DURACELL PROCELL,Batteries,1
4/2/2025,NIBCO,Tube Fittings,4
4/2/2025,APPROVED VENDOR,Fire Protection,3
4/2/2025,DICO,Abrasive Brushes and Wheel Kits,2
4/3/2025,APPROVED VENDOR,Washers,2
4/3/2025,WATERSAVER FAUCET COMPANY,"Faucets, Hose Bibs and Hydrants",1
4/3/2025,FLOWTRON,Replacement Parts,2
4/3/2025,NATIONAL PUBLIC SEATING,Indoor Furnishings,25
4/4/2025,APPROVED VENDOR,Screws,7
4/4/2025,SOLO,Sprayers and Spreaders,2
