PO Date,Brand Name,Material Family,Bill Qty
9/2/2025,TECHNIKS,Toolholding and Tooling Systems - Collets and Collet Sets,2
9/2/2025,SHUR-LINE,"Brushes, Rollers, and Trays",7
9/2/2025,GRAINGER,Air Filters,12
9/2/2025,APPROVED VENDOR,Extension Cords and Outlet Strips,3
9/2/2025,LIQUATITE,Conduit,1
9/3/2025,CONDOR,Gloves and Hand Protection,18
9/3/2025,BERNZOMATIC,Gas Welding Equipment and Accessories,10
9/3/2025,C.H. HANSON,Identification Products,1
9/3/2025,RUBBERMAID COMMERCIAL PRODUCTS,Platform Trucks and Accessories,1
9/4/2025,SKF,Bearings,0
9/4/2025,GE LAMPS,Lamps,21
9/4/2025,GE LAMPS,Indoor LED Light Fixtures,26
9/5/2025,AAF FLANDERS,Sourcing or SSI,24
9/5/2025,DEWALT,Measuring and Layout Tools,2
9/5/2025,ENERGIZER,Batteries,1
9/5/2025,DEWALT,"Combination Kits, Batteries and Chargers",1
9/5/2025,GEORGIA-PACIFIC,Paper Products and Dispensers,2
9/5/2025,CONDOR,Workwear,4
9/5/2025,GE LAMPS,Lamps,36
9/5/2025,APPROVED VENDOR,Sheaves and Pulleys,2
9/5/2025,GRAINGER,Air Filters,82
9/8/2025,CENTURY,HVAC Motors,1
9/8/2025,APPROVED VENDOR,Pipe Fittings and Couplings,20
9/8/2025,POLYKEN,Tapes,20
9/8/2025,CONDOR,Gloves and Hand Protection,18
9/8/2025,GRAINGER,Wire Management,1
9/8/2025,CONDOR,Gloves and Hand Protection,3
9/8/2025,DUPONT,Chemical and Particulate Protective Clothing,2
9/8/2025,NEOPERL,"Faucets, Hose Bibs and Hydrants",40
9/8/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
9/8/2025,GRAINGER,Air Filters,56
9/8/2025,SIKA,"Caulks, Sealants, and Fillers",6
9/9/2025,THOMAS & BETTS,Conduit Fittings,10
9/9/2025,HUBBELL WIRING DEVICE-KELLEMS,Bulb and Lamp Recycling,25
9/9/2025,SIEMENS,Starters and Contactors,1
9/9/2025,GRAINGER,Air Filters,4
9/10/2025,APPROVED VENDOR,Pipe Fittings and Couplings,2
9/10/2025,DAYTON,Hand Trucks,1
9/10/2025,NEOPERL,"Faucets, Hose Bibs and Hydrants",40
9/10/2025,SAFT,Batteries,6
9/10/2025,MAGLINER,Hand Trucks,3
9/11/2025,APPROVED VENDOR,Pipe Fittings and Couplings,27
9/11/2025,DAYTON,Power Transmission Belts,4
9/11/2025,GEORGIA-PACIFIC,Paper Products and Dispensers,3
9/11/2025,GRAINGER,Air Filters,12
9/11/2025,APPROVED VENDOR,"Crop, Nursery, and Landscaping",3
9/11/2025,ALBEO,Indoor Fixtures,-1
9/12/2025,RUBBERMAID COMMERCIAL PRODUCTS,Receptacles and Containers,49
9/12/2025,GE LAMPS,Lamps,0
9/15/2025,GORILLA,Tapes,2
9/15/2025,GRAINGER,"Wet Mops, Squeegees, and Buckets",4
9/15/2025,SOUTHWIRE,Wire and Cable,2
9/15/2025,APPROVED VENDOR,Bolts,12
9/15/2025,SLOAN,"Toilets, Urinals and Repair Parts",6
9/15/2025,DAYTON,Power Transmission Belts,2
9/15/2025,DAYTON,Power Transmission Belts,7
9/15/2025,DAYTON,Power Transmission Belts,6
9/15/2025,3M,Tapes,1
9/15/2025,FLUKE,Electrical Power Testing,1
9/15/2025,APPROVED VENDOR,Gas and Water Line Connectors,8
9/15/2025,RACO,Conduit Fittings,10
9/15/2025,APPROVED VENDOR,Batteries,4
9/15/2025,MASTER LOCK,Padlocks,6
9/15/2025,PIP,Gloves and Hand Protection,15
9/15/2025,DANBY,Appliances,1
9/15/2025,TENNSCO,Shelving and Storage Racks,4
9/16/2025,KISSLER,Bathtubs and Showers,3
9/16/2025,3M,Wire Management,1
9/16/2025,TEMPCO,Wire and Cable,2
9/16/2025,HOMAX,Spray Paints and Primers,12
9/16/2025,APPROVED VENDOR,"Crop, Nursery, and Landscaping",2
9/16/2025,MILWAUKEE,Plumbing Tools,1
9/17/2025,GOODWRAPPERS,Stretch Wrap and Stretch Wrap Equipment,12
9/17/2025,BLASTER,Automotive Chemicals,11
9/17/2025,SIEMENS,HVAC Controls and Thermostats,-4
9/17/2025,KLEIN TOOLS,Pliers,1
9/17/2025,SCHNEIDER ELECTRIC,Switches,1
9/18/2025,DIVERSITECH,A/C Refrigeration and Accessories,2
9/18/2025,BATES,Footwear,1
9/18/2025,ARMSTRONG,Ceiling Tiles and Accessories,0
9/19/2025,PSFURNITURE,Sourcing or SSI,1
9/19/2025,AIR HANDLER (AAF),Sourcing or SSI,12
9/19/2025,DAYTON,Power Transmission Belts,6
9/19/2025,RAID,Insect and Pest Control,1
9/19/2025,DEWALT,"Combination Kits, Batteries and Chargers",1
9/19/2025,CLE-LINE,Deburring Tools - Carbide Burs and Sets,1
9/22/2025,MILWAUKEE,Power Saws and Accessories,2
9/22/2025,NVENT CADDY,Conduit Mounting,100
9/22/2025,HIRSH,Office Furniture,1
9/22/2025,VISUAL WORKPLACE INC.,Boards and Easels,1
9/22/2025,KOHLER,"Toilets, Urinals and Repair Parts",2
9/22/2025,DAYTON,Power Transmission Belts,17
9/22/2025,IN-SINK-ERATOR,Garbage Disposals and Accessories,6
9/22/2025,ADVANCE,Ballasts and Drivers,46
9/22/2025,STREAMLIGHT,Flashlights,2
9/22/2025,GRAINGER,Air Filters,63
9/22/2025,MCR SAFETY,Face Protection,5
9/23/2025,STENNER,Chemical Pumps,1
9/23/2025,SPEEDAIRE,Pneumatic Hose Fittings and Couplings,2
9/23/2025,FIRST AID ONLY,First Aid and Wound Care,1
9/23/2025,LPS,Lubricants and Penetrants,24
9/24/2025,WESTWARD,Screwdrivers and Nut Drivers,1
9/24/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,0
9/24/2025,DAYTON,Power Transmission Belts,5
9/24/2025,DAYTON,Power Transmission Belts,8
9/25/2025,KLEIN TOOLS,Pliers,1
9/25/2025,SPEEDAIRE,Compressed Air Treatment,1
9/25/2025,INTERMATIC,Switches,15
9/25/2025,PHILIPS,Lamps,97
9/26/2025,APPROVED VENDOR,Pipe Fittings and Couplings,11
9/26/2025,APPROVED VENDOR,Casters and Wheels,4
9/26/2025,GRAINGER,Wire Management,1
9/26/2025,LENOX,Power Saws and Accessories,6
9/29/2025,CONDOR,Chemical and Particulate Protective Clothing,30
9/29/2025,APPROVED VENDOR,Surface Protection and Dust Barriers,1
9/29/2025,MILWAUKEE,Screwdrivers and Nut Drivers,1
9/29/2025,EISCO SCIENTIFIC,Particle Sizing,1
9/30/2025,GEORGIA-PACIFIC,Paper Products and Dispensers,2
9/30/2025,DEWALT,Drilling and Holemaking,3
9/30/2025,GRAINGER,Air Filters,152
10/1/2025,WD-40,Lubricants and Penetrants,-1
10/1/2025,APPROVED VENDOR,Garden Hoses and Sprinkler Systems,3
10/1/2025,PHILIPS,Lamps,4
10/1/2025,ABILITY ONE,Writing and Correction,1
10/1/2025,ACURITE,Temperature and Humidity Measuring,17
10/1/2025,CHILL-ITS BY ERGODYNE,Workwear,10
10/2/2025,DEWALT,"Combination Kits, Batteries and Chargers",1
10/3/2025,SOUTHWIRE,Wire and Cable,2
10/3/2025,PHILIPS,Lamps,30
10/3/2025,GRAINGER,Air Filters,19
10/3/2025,ELECTRIDUCT,Dock Equipment,2
10/6/2025,APPROVED VENDOR,File Folders and Boxes,1
10/6/2025,SLOAN,O-Rings and O-Ring Kits,3
10/6/2025,SIEMENS,Distribution,2
10/6/2025,CATCHMASTER,Insect and Pest Control,18
10/6/2025,SIEMENS,HVAC Controls and Thermostats,1
10/6/2025,APPROVED VENDOR,Access Barriers and Crowd Control,20
10/6/2025,AFC,Conduit,1
10/6/2025,3M,Respiratory,3
10/6/2025,DAYTON,HVAC Controls and Thermostats,1
10/6/2025,RACO,Conduit Fittings,1
10/6/2025,MAKITA,Power Saws and Accessories,1
10/6/2025,KEYSTONE TECHNOLOGIES,Ballasts and Drivers,3
10/6/2025,HARTING,Data and Communication,3
10/6/2025,PHILIPS,Lamps,25
10/7/2025,ANTI-SEIZE TECHNOLOGY,Threadlockers and Gasket Sealants,5
10/8/2025,DAYTON,Power Transmission Belts,4
10/8/2025,ANSELL,Gloves and Hand Protection,1
10/9/2025,DAYTON,Bearings,0
10/9/2025,HCS,Respiratory,2
10/10/2025,INGERSOLL RAND,Pneumatic Tools,0
10/10/2025,FIRST AID ONLY,First Aid and Wound Care,1
10/10/2025,DAYTON,Power Transmission Belts,1
10/10/2025,SCHNEIDER,Safety Alarms and Warnings,1
10/14/2025,BIGASSFANS,Sourcing or SSI,2
10/14/2025,CSB BATTERY,Sourcing or SSI,10
10/14/2025,WESTWARD,Wrenches,0
10/14/2025,APPROVED VENDOR,Pipe Fittings and Couplings,13
10/14/2025,MCR SAFETY,Gloves and Hand Protection,12
10/14/2025,OATEY,Threadlockers and Gasket Sealants,7
10/14/2025,BOSCH,Drilling Accessories,1
10/14/2025,QUICKCABLE,Automotive Maintenance Tools,8
10/14/2025,CANTEX,Conduit Fittings,10
10/14/2025,DAP,"Caulks, Sealants, and Fillers",12
10/14/2025,LITHONIA LIGHTING,Indoor Fixtures,2
10/14/2025,GRAINGER,Air Filters,82
10/14/2025,GRAINGER,Air Filters,6
10/14/2025,APPROVED VENDOR,Labware,2
10/15/2025,APPROVED VENDOR,Hose Clamps,1
10/15/2025,3M,Tapes,22
10/15/2025,CONDOR,Rainwear,8
10/15/2025,GRAINGER,Air Filters,88
10/15/2025,MILWAUKEE,Fastening Tools and Accessories,2
10/16/2025,DAYTON,Power Transmission Belts,9
10/16/2025,DEWALT,Fastening Tools and Accessories,1
10/17/2025,SQWINCHER,Portable Coolers and Beverages,2
10/17/2025,SPEEDAIRE,Pneumatic Hose Fittings and Couplings,4
10/17/2025,SIEMENS,HVAC Controls and Thermostats,-3
10/17/2025,BELL,Electrical Boxes,2
10/17/2025,LITHONIA LIGHTING,Emergency Lighting and Exit Signs,15
10/20/2025,SQWINCHER,Portable Coolers and Beverages,2
10/20/2025,DAYTON,Power Transmission Belts,16
10/20/2025,3M,Cleaning Chemicals,2
10/20/2025,ECONOCO,Shelving and Storage Racks,1
10/20/2025,KLEIN TOOLS,Pliers,1
10/20/2025,APPROVED VENDOR,Labware,1
10/21/2025,CONDOR,Rainwear,4
10/21/2025,MARS,Ventilation Equipment and Supplies,2
10/21/2025,SNAP-LOC,"Panel, Bar and Pipe, and Bucket Trucks",12
10/21/2025,DAYTON,Power Transmission Belts,14
10/21/2025,CONTINENTAL,Power Transmission Belts,4
10/21/2025,SOUTHWIRE,Wire and Cable,2
10/22/2025,PRESCO PRODUCTS CO,"Crop, Nursery, and Landscaping",7
10/22/2025,DAYTON,Power Transmission Belts,10
10/22/2025,SOUTHWIRE,Wire and Cable,1
10/23/2025,APPROVED VENDOR,Gas and Water Line Connectors,2
10/23/2025,ADVANCE,Ballasts and Drivers,46
10/27/2025,DEWALT,Fastening Tools and Accessories,1
10/27/2025,APOLLO,Pressure and Temperature Control Valves,0
10/27/2025,QUARTET,Boards and Easels,0
10/27/2025,HUBBELL,Plugs and Receptacles,3
10/27/2025,DAYTON,Bearings,2
10/27/2025,DAYTON,Power Transmission Belts,6
10/27/2025,BAG BUDDY,Trash Bags,12
10/27/2025,CONDOR,Gloves and Hand Protection,36
10/27/2025,DAP,"Caulks, Sealants, and Fillers",18
10/27/2025,ABILITY ONE,Trash Bags,1
10/27/2025,LITHONIA LIGHTING,Indoor Fixtures,2
10/28/2025,GE LAMPS,Indoor LED Light Fixtures,26
10/29/2025,ARMSTRONG,Circulating Pumps,1
10/29/2025,MILWAUKEE,Specialty Corded and Cordless Tools,1
10/29/2025,HALLOWELL,Lockers,2
10/29/2025,IN-SINK-ERATOR,Garbage Disposals and Accessories,5
10/29/2025,SPEEDAIRE,Air Compressors and Vacuum Pumps,1
10/30/2025,COMPASS,Emergency Lighting and Exit Signs,33
10/30/2025,SQUARE D,Starters and Contactors,3
10/31/2025,APPROVED VENDOR,Pipe and Tubing,6
10/31/2025,INGERSOLL RAND,Pneumatic Tools,2
10/31/2025,APPROVED VENDOR,Paint and Wallpaper Tools,2
10/31/2025,3M,Wire Management,1
10/31/2025,KEYSTONE TECHNOLOGIES,Ballasts and Drivers,4
10/31/2025,DAYTON,Power Transmission Belts,3
11/3/2025,DEWALT,Drilling and Holemaking,12
11/3/2025,WESTWARD,Hand Punches and Chisels,1
11/3/2025,GERBER,Pliers,1
11/3/2025,NVENT CADDY,Electrical Boxes,2
11/3/2025,LITTLE GIANT,Condensate Pumps,1
11/3/2025,SCOTT,Rags and Wipes,7
11/3/2025,PREMIER,"Brushes, Rollers, and Trays",18
11/3/2025,DEFIBTECH,EMT and Rescue Supplies,4
11/3/2025,GEORGIA-PACIFIC,Replacement Parts,200
11/3/2025,TECHSPRAY,Soldering,1
11/3/2025,LITTELFUSE,Fuses,5
11/3/2025,DAP,Adhesives and Glues,2
11/3/2025,TRIPP LITE,Extension Cords and Outlet Strips,1
11/3/2025,GENIE,Lab Equipment,1
11/3/2025,DEWALT,Power Drills,1
11/4/2025,JONARD TOOLS,Data and Communication,1
11/4/2025,ENERPAC,Oils,1
11/4/2025,SCHNEIDER ELECTRIC,HVAC Controls and Thermostats,6
11/4/2025,KRYLON INDUSTRIAL,Spray Paints and Primers,4
11/4/2025,HUBBELL,Plugs and Receptacles,25
11/4/2025,APPROVED VENDOR,Shelving and Storage Racks,5
11/5/2025,NEOPERL,"Faucets, Hose Bibs and Hydrants",2
11/5/2025,MILWAUKEE,Drilling Accessories,1
11/5/2025,MEDSOURCE,IV Supplies,2
11/5/2025,DEWALT,"Combination Kits, Batteries and Chargers",2
11/5/2025,EAGLE THERMOPLASTIC,Scales and Scale Accessories,1
11/6/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,2
11/6/2025,WERNER,"Ladders, Platforms and Scaffolding",3
11/6/2025,BRYANT,Plugs and Receptacles,4
11/6/2025,APPROVED VENDOR,Pressure and Vacuum Measuring,8
11/6/2025,CONTINENTAL,Pneumatic Hoses,1
11/6/2025,BDG,Gloves and Hand Protection,1
11/7/2025,GE LAMPS,Lamps,-5
11/7/2025,APPROVED VENDOR,Pipe Fittings and Couplings,7
11/7/2025,3M,Tapes,23
11/7/2025,RULAND MANUFACTURING,"Shaft Couplings, Collars, and Universal Joints",1
11/7/2025,MONOPRICE,Data and Communication,2
11/7/2025,DAYTON,Power Transmission Belts,2
11/10/2025,SIMPSON,Sourcing or SSI,2
11/10/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
11/10/2025,SQWINCHER,Portable Coolers and Beverages,2
11/10/2025,CLOROX,Rags and Wipes,1
11/10/2025,ABILITY ONE,Rags and Wipes,4
11/10/2025,APPROVED VENDOR,Wire Management,1
11/10/2025,APPROVED VENDOR,Traffic Safety,12
11/10/2025,APPROVED VENDOR,Pipe Fittings and Couplings,1
11/10/2025,MASTER LOCK,Lockout Tagout,1
11/10/2025,DEWALT,Fastening Tools and Accessories,1
11/12/2025,DUNLOP,Footwear,1
11/12/2025,DAYTON,Pump Controls,1
11/12/2025,HUBBELL,Plugs and Receptacles,3
11/12/2025,WERNER,"Ladders, Platforms and Scaffolding",3
11/12/2025,CONDOR,Signs,3
11/12/2025,FLUKE,Electrical Power Testing,1
11/12/2025,DAYTON,Power Transmission Belts,3
11/12/2025,DIABLO,Power Saws and Accessories,2
11/12/2025,APPROVED VENDOR,Batteries,1
11/12/2025,GRAINGER,Air Filters,48
11/12/2025,ZURN,Bathtubs and Showers,13
11/12/2025,FLUKE,Electrical Power Testing,1
11/12/2025,DEWALT,"Power Brushes, Yard Vacuums and Leaf Blowers",1
11/13/2025,APPROVED VENDOR,Pipe Fittings and Couplings,12
11/13/2025,APPROVED VENDOR,Pipe Fittings and Couplings,12
11/14/2025,VISIONTRON,Access Barriers and Crowd Control,12
11/14/2025,GRAINGER,Air Filters,56
11/14/2025,MAXLITE,Lamps,31
11/14/2025,BOSCH,Water Heaters,1
11/17/2025,DAYTON,Power Transmission Belts,10
11/17/2025,VIEGA PROPRESS,Tube Fittings,25
11/17/2025,GRAINGER,"Brooms, Brushes and Dust Pans",5
11/17/2025,ADVANCE,Ballasts and Drivers,46
11/17/2025,SLOAN,"Toilets, Urinals and Repair Parts",3
11/17/2025,DAYTON,Power Transmission Belts,5
11/17/2025,KLEENGUARD,Eye Protection and Accessories,20
11/17/2025,BELL,Electrical Boxes,13
11/17/2025,CHANNELLOCK,Pliers,1
11/17/2025,CANTEX,Conduit Fittings,21
11/17/2025,DIABLO,Power Saws and Accessories,1
11/17/2025,APPROVED VENDOR,Foam,1
11/17/2025,APPROVED VENDOR,Shut-Off Valves,16
11/17/2025,ARMSTRONG,Ceiling Tiles and Accessories,1
11/17/2025,SAFTCART,Cylinder Carts and Accessories,1
11/17/2025,PHILIPS,Lamps,60
11/17/2025,UNIWELD,Welding Supplies,2
11/17/2025,GE LAMPS,Indoor LED Light Fixtures,26
11/17/2025,PHILIPS,Lamps,23
11/18/2025,APPROVED VENDOR,Task Lights,2
11/18/2025,HUBBELL,Plugs and Receptacles,3
11/18/2025,MOEN,"Faucets, Hose Bibs and Hydrants",2
11/18/2025,RUBBERMAID COMMERCIAL PRODUCTS,Shelf and Utility Carts,1
11/20/2025,GRAINGER,Wire Connectors,1
11/24/2025,SLOAN,"Toilets, Urinals and Repair Parts",2
11/24/2025,IN-SINK-ERATOR,Garbage Disposals and Accessories,1
11/24/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,0
11/24/2025,CRC,Automotive Chemicals,2
11/24/2025,ADVANCE,Ballasts and Drivers,15
11/24/2025,BELL,Electrical Boxes,13
11/24/2025,KISSLER,Gas and Water Line Connectors,13
11/24/2025,TB WOODS,"Shaft Couplings, Collars, and Universal Joints",6
11/24/2025,WESTWARD,Screwdrivers and Nut Drivers,1
11/24/2025,GF PIPING SYSTEMS,Pipe and Tubing,6
11/24/2025,GRAINGER,Air Filters,30
11/24/2025,NTN,Bearings,4
11/24/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
11/24/2025,APPROVED VENDOR,Garden Hoses and Sprinkler Systems,3
11/25/2025,EXCEL DRYER,Restroom Equipment,20
11/25/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,2
11/25/2025,AMS,"Liquid, Soil and Solid Samplers",125
11/25/2025,BDG,Gloves and Hand Protection,2
11/26/2025,AFC,Conduit,2
11/26/2025,DAYTON,Power Transmission Belts,1
11/28/2025,APPROVED VENDOR,"Brushes, Rollers, and Trays",2
11/28/2025,NVENT CADDY,Electrical Boxes,175
11/28/2025,WERNER,"Ladders, Platforms and Scaffolding",3
11/28/2025,NDS,"Valve Actuators, Enclosures, and Accessories",1
11/28/2025,DURACELL PROCELL,Batteries,2
11/28/2025,GRAINGER,Air Filters,152
12/1/2025,APPROVED VENDOR,Pipe Fittings and Couplings,29
12/1/2025,OMRON,Push Buttons,1
12/1/2025,DEWALT,Cleaning Equipment and Vacuum Cleaners,1
12/1/2025,WOOSTER,"Brushes, Rollers, and Trays",7
12/1/2025,DEWALT,Fastening Tools and Accessories,1
12/1/2025,GE LAMPS,Lamps,9
12/1/2025,GRAINGER,Air Filters,152
12/1/2025,DAYTON,Power Transmission Belts,12
12/1/2025,MILWAUKEE,Power Saws and Accessories,1
12/1/2025,KLEENGUARD,Respiratory,19
12/2/2025,FLUIDMASTER,"Toilets, Urinals and Repair Parts",3
12/2/2025,APPROVED VENDOR,Pipe Fittings and Couplings,7
12/2/2025,TYGON,Pipe and Tubing,1
12/2/2025,OMRON,Push Buttons,4
12/2/2025,CLOROX,Cleaning Chemicals,3
12/2/2025,TENNSCO,Shelving and Storage Racks,12
12/3/2025,RUBBERMAID COMMERCIAL PRODUCTS,Receptacles and Containers,49
12/3/2025,KLEENGUARD,Eye Protection and Accessories,16
12/3/2025,SANI-LAV,Pressure and Temperature Control Valves,2
12/3/2025,HALLOWELL,Lockers,2
12/3/2025,WERA,Fastening Tools and Accessories,4
12/3/2025,DURACELL PROCELL,Batteries,4
12/3/2025,APPROVED VENDOR,Sheaves and Pulleys,2
12/4/2025,APPROVED VENDOR,Casters and Wheels,4
12/4/2025,RACO,Conduit Fittings,100
12/4/2025,CLOROX,Cleaning Chemicals,2
12/4/2025,CONDOR,Rainwear,3
12/4/2025,DAYTON,HVAC Motors,1
12/4/2025,ELECTRIDUCT,Wire Management,2
12/5/2025,APPROVED VENDOR,Hose Fittings and Couplings,2
12/5/2025,APPROVED VENDOR,Anchors,1
12/5/2025,KLEENGUARD,Respiratory,1
12/5/2025,PHILIPS,Lamps,98
12/8/2025,SQWINCHER,Portable Coolers and Beverages,2
12/8/2025,APPROVED VENDOR,Pipe Fittings and Couplings,27
12/8/2025,HUBBELL,Plugs and Receptacles,2
12/8/2025,CONDOR,Gloves and Hand Protection,36
12/8/2025,GE LAMPS,Lamps,24
12/8/2025,HOT SHOT,Insect and Pest Control,6
12/8/2025,LABCHEM,Laboratory Chemicals,1
12/9/2025,FLUKE,Electrical Power Testing,2
12/9/2025,APPROVED VENDOR,Hardware Supplies,10
12/9/2025,HUSKY RACK & WIRE,Shelving and Storage Racks,21
12/9/2025,DWYER,Pressure and Vacuum Measuring,4
12/9/2025,MILLER ELECTRIC,TIG Welding And Accessories,1
12/9/2025,SCOTCH-BRITE,Sanding Discs and Kits,1
12/10/2025,APC BY SCHNEIDER ELECTRIC,Sourcing or SSI,3
12/10/2025,SQUARE D,Distribution,2
12/10/2025,STANLEY,"Knives, Hand Saws and Cutting Tools",6
12/10/2025,CONDOR,Workwear,5
12/10/2025,DAYTON,Power Transmission Belts,6
12/10/2025,PARKER,A/C Refrigeration and Accessories,4
12/10/2025,ARMSTRONG,Ceiling Tiles and Accessories,2
12/11/2025,SCOTSMAN,Appliances,1
12/11/2025,SPANSET,Automotive Towing,1
12/12/2025,GRAINGER,"Brooms, Brushes and Dust Pans",28
12/12/2025,TB WOODS,"Shaft Couplings, Collars, and Universal Joints",4
12/15/2025,LYLE SIGNS,Sourcing or SSI,3
12/15/2025,APPROVED VENDOR,Pipe and Tubing,1
12/15/2025,APPROVED VENDOR,Trash Bags,1
12/15/2025,APPROVED VENDOR,Bicycles and Scooters,2
12/15/2025,BELL & GOSSETT,Circulating Pumps,1
12/15/2025,DURACELL PROCELL,Batteries,0
12/15/2025,CAROL,Wire and Cable,1
12/15/2025,GRAINGER,Air Filters,152
12/15/2025,CONDOR,Gloves and Hand Protection,1
12/15/2025,MAXLITE,Outdoor Area Fixtures,14
12/16/2025,DAYTON,Power Transmission Belts,16
12/16/2025,ARMSTRONG,Ceiling Tiles and Accessories,6
12/16/2025,DAYTON,Power Transmission Belts,15
12/16/2025,COLEMAN,Portable Coolers and Beverages,2
12/17/2025,BELL & GOSSETT,HVAC Controls and Thermostats,7
12/17/2025,APPROVED VENDOR,Anchors,1
12/17/2025,JOHNSON CONTROLS,HVAC Controls and Thermostats,1
12/17/2025,SAFTCART,Hand Trucks,1
12/18/2025,RACO,Conduit Fittings,30
12/18/2025,GRAINGER,"Brooms, Brushes and Dust Pans",6
12/18/2025,DEWALT,"Combination Kits, Batteries and Chargers",1
12/18/2025,MILWAUKEE,Flashlights,2
12/19/2025,DAYTON,Roof Ventilators,1
12/19/2025,SLOAN,"Toilets, Urinals and Repair Parts",2
12/19/2025,OFF,Insect and Pest Control,60
12/19/2025,SOUTHWIRE,Wire and Cable,2
12/22/2025,WATTS,Pipe Fittings and Couplings,2
12/22/2025,DAYTON,Wire Rope and Fittings,40
12/22/2025,MEDI-FIRST,First Aid and Wound Care,1
12/22/2025,BRADY,Wire Management,1
12/22/2025,SUPCO,Oils,10
12/22/2025,LITTLE HOTTIES,Workwear,3
12/22/2025,CONDOR,Gloves and Hand Protection,36
12/22/2025,SOUTHWIRE,Wire and Cable,2
12/22/2025,SUPERIOR SMOKE,Confined Space Equipment,1
12/23/2025,DAYTON,Power Transmission Belts,1
12/23/2025,CONDOR,Workwear,10
12/23/2025,HUBBELL,Plugs and Receptacles,1
12/23/2025,CRETORS,Food Service Concession Equipment,1
12/24/2025,APPROVED VENDOR,Drains,6
12/24/2025,WOOSTER,"Brushes, Rollers, and Trays",8
12/26/2025,TAPECASE,Identification Products,1
12/26/2025,ADVANCE,Ballasts and Drivers,46
12/26/2025,WESTWARD,"Shovels, Tampers, and Digging Tools",1
12/26/2025,LITTLE GIANT,Platform Trucks and Accessories,1
12/26/2025,METACAULK,Fire Protection,4
12/26/2025,RACO,Electrical Boxes,-4
12/26/2025,APPROVED VENDOR,Conduit Mounting,6
12/26/2025,STONCO,Outdoor Area Fixtures,0
12/26/2025,EISCO SCIENTIFIC,Particle Sizing,2
12/29/2025,DUNLOP,Footwear,1
12/29/2025,SLOAN,"Toilets, Urinals and Repair Parts",3
12/29/2025,GRAINGER,Paper Products and Dispensers,22
12/29/2025,WOOSTER,"Brushes, Rollers, and Trays",3
12/29/2025,DURACELL,Batteries,1
12/29/2025,SIEMENS,HVAC Controls and Thermostats,-4
12/29/2025,GE LAMPS,Ballasts and Drivers,3
12/29/2025,KENSINGTON,Computer Supplies and Media,1
12/29/2025,3M,Respiratory,1
12/30/2025,SOUTHWIRE,Wire and Cable,2
12/30/2025,GE,Starters and Contactors,1
12/30/2025,GE LAMPS,Lamps,0
12/31/2025,DAYTON,Chain and Chain Accessories,0
12/31/2025,CONDOR,Gloves and Hand Protection,24
12/31/2025,ADVANCE,Ballasts and Drivers,5
